"","Reduction","MC_Kern","MC_Mojave","MC_Antelope","MC_Ventura"
"1",0,-2.49484993570371,6.85424315009301,4.1088587538351,-20.8125991370446
"2",1,1.28960744879471,21.1488436347082,-14.8848465673428,9.16704627746336
"3",2,10.249456813008,-21.9032691946196,14.1525292965174,12.3365779975154
"4",3,14.2215887989272,32.4366949298059,7.48375722072351,-60.0719002520208
"5",4,25.4115838557394,49.49604231123,10.905911104162,-2.38256707004746
"6",5,22.3754186206653,16.7625628561502,20.3661633112979,-16.2150482161863
"7",6,43.4409494876114,10.0958369098772,10.9759206928566,49.4095703645791
"8",7,10.4274681545234,18.8456270854494,15.8103406442973,67.8369083382839
"9",8,16.5434021017487,-5.06220321560132,32.1802643690568,26.3198503163357
"10",9,31.9098741386751,59.6980081200895,40.4968266117811,-10.4804101426072
"11",10,2.02960192155718,18.1496684865368,7.32284908097268,48.4809129056122
"12",11,19.0091426291216,36.5099873858668,46.3263272178896,-2.86828504742169
"13",12,45.0980214951289,3.62076597798981,45.1449544859224,49.9048256156045
"14",13,15.7481717656085,22.0975673502584,48.4228156066258,-13.3248771020202
"15",14,46.634607079133,30.6701353263331,78.4397940885446,0.693494583006157
"16",15,22.9111412094123,83.0029539538536,83.7669310554608,76.0693346471922
"17",16,64.3763276543533,67.3743963888255,38.3224153422512,21.105777267839
"18",17,50.983371545965,73.941948278524,65.1968358014262,-26.3031363929621
"19",18,45.6297739754348,98.5740284414821,42.9760196576029,95.0463932812159
"20",19,33.8947912371493,90.142661131038,42.3887105952569,7.4375809828487
"21",20,24.9569975498828,117.727792077449,30.137860279343,-1.54559105177998
"22",21,74.2048253411037,48.1515424937524,62.8790334321465,-12.1344067993097
"23",22,45.4421411306785,90.2768531180152,82.1614072261443,-23.1014202366058
"24",23,46.2150546842911,91.1462328128718,43.1415867282016,92.1106373703577
"25",24,69.150139843421,55.0061541923815,133.665783045279,67.5758951905972
"26",25,50.6400571037511,69.8166781177108,91.3063104155303,70.3268059127823
"27",26,64.2793322223468,100.677860242108,61.6106280882408,68.1503062703816
"28",27,50.3487310745901,87.3939835005245,-1.13029040986213,61.2971406539729
"29",28,97.0621735520307,94.861101516305,87.774637232846,-5.39402424290822
"30",29,68.6524571557654,134.697372885425,43.2999909924018,5.74148389257526
"31",30,44.5119152478126,131.021456177546,77.8065573946102,73.7034689699422
"32",31,84.3725080972354,141.6416020868,137.18235986885,77.4561225224078
"33",32,69.8517997750019,114.412118376287,122.517657080613,28.584999908814
"34",33,70.3294954965588,89.9496876622738,54.4974186688868,68.0177628589952
"35",34,82.9349221988861,134.940167738816,91.5424525265885,83.9557323095648
"36",35,77.1265935774012,169.876666759374,113.706371501788,78.3580587172515
"37",36,82.4785721882327,170.960953215975,88.287499967049,67.2300785947817
"38",37,73.8312916940564,162.225017210488,99.7744198470559,84.6061631677022
"39",38,71.3962317359801,131.571547689384,113.911504773338,24.7022910311672
"40",39,57.7173465139333,140.935979436811,82.0962476962967,112.286124844493
"41",40,72.3446568836084,126.123376816219,110.358652701488,9.08910228481797
"42",41,117.954239625494,144.462290224134,151.73979136899,58.3941909957112
"43",42,98.1053596722036,169.131586317493,116.198163765825,34.7533370925218
"44",43,95.6449664375873,154.384924595223,147.311419916886,79.3626210512684
"45",44,120.21877882276,200.679327260534,125.997784926997,108.685870280102
"46",45,130.016407353694,148.979759746498,147.083980665397,100.139583631414
"47",46,107.627035198202,168.804219835582,77.6540265558118,47.0381483578223
"48",47,106.945417907332,146.849932095653,148.470894927998,37.216073301615
"49",48,80.2256529036203,205.301019392296,136.152859259494,84.2743851818125
"50",49,102.093295109817,151.790487558366,85.1291361212334,165.047887653112
"51",50,119.065957624163,153.919770944011,179.227948149688,37.424534855224
"52",51,92.8549733709729,193.492851002434,144.84667474849,145.388739120258
"53",52,145.492173357242,210.398728023954,173.993975300473,93.7518804298325
"54",53,115.523797762002,221.767921792857,145.898885513154,68.874724001962
"55",54,132.026226908785,205.982600803749,175.467853142808,100.847831399117
"56",55,129.775183259277,212.99975195805,152.172857562838,153.936232948201
"57",56,125.794197486459,202.594776986156,203.250653374964,82.8705470995789
"58",57,123.922684906034,197.458838293456,148.397146676641,163.852437467841
"59",58,147.898109060269,252.041708256644,176.146943045913,72.5231354437011
"60",59,132.986476604854,223.274782602146,181.041237956133,82.2109059504406
"61",60,120.819404271273,200.049504767898,169.743383912995,125.480669015671
"62",61,137.381291991622,243.059576434742,156.805858949849,101.079130024895
"63",62,158.220599647587,263.719295784448,144.56430147401,137.39455994459
"64",63,141.251516313203,233.101176656376,171.239841366398,155.017713832192
"65",64,157.263833294162,198.360834098042,177.773630543963,107.588256750851
"66",65,144.554424664877,224.770632173957,118.935314638038,137.796891596029
"67",66,175.198666548533,286.346992697454,185.764183721285,82.6643948946563
"68",67,156.522727667342,243.220907889469,186.601320645697,113.16154368951
"69",68,163.087096492155,260.468025852527,172.888832589775,175.104117125536
"70",69,179.908083193526,247.727204892848,213.144389154391,153.976519688875
"71",70,191.074501986421,252.091318625081,260.110066048557,138.196268736133
"72",71,190.758054656519,259.603871130042,159.533506066535,131.700442288069
"73",72,170.228926193191,274.28817440948,207.136190334985,156.784743898544
"74",73,173.557540351573,294.324197497662,245.19385713386,106.917890934906
"75",74,151.527742100871,269.781027488005,188.63455505792,106.654627095164
"76",75,168.362453641414,321.439593563869,260.727208374434,126.006918939889
"77",76,119.125353622677,295.120468835018,206.929288002857,84.61969055396
"78",77,174.464460110679,258.780963084064,196.069944941294,95.7983764890413
"79",78,204.477843525809,313.240827868485,183.366577750795,131.300017883684
"80",79,174.296651559489,315.352208543641,209.60496492307,160.498883342408
"81",80,189.268464311727,275.555846839137,260.599612425666,168.974249191245
"82",81,181.002491345822,312.026058537504,247.820834498571,139.492141990603
"83",82,161.641658073896,320.558102263552,212.039468172895,154.190454795928
"84",83,231.121284051195,301.103863460334,252.594558060098,142.116448415438
"85",84,172.031704614766,359.030968538848,260.183444341541,150.468114597857
"86",85,188.853679750453,342.11396101761,268.935274109124,149.578446264215
"87",86,221.809198621511,302.571189269677,221.07499825587,173.365661753317
"88",87,212.416013774106,348.529916500585,233.171447922936,131.108506627137
"89",88,197.918615648644,322.253892981357,254.611930997598,211.611870691754
"90",89,212.675521227177,363.420638811569,245.8426920458,117.160782125879
"91",90,212.632500916759,325.586437121547,226.073347522797,135.307047249279
"92",91,214.792670442675,378.087008604391,252.407063019571,152.395133378693
"93",92,198.631433263763,360.16257551929,259.600519351196,158.713021083164
"94",93,203.471535765906,325.887073731897,247.461759715317,203.336364197737
"95",94,224.778445201905,348.020196539144,210.910964083252,229.239349697579
"96",95,210.750133334191,337.042312210455,265.013412331668,192.096760217679
"97",96,230.816645921426,355.194619089541,226.227090320285,168.654873667772
"98",97,197.19748664913,330.961305418831,289.506824493768,166.842481937005
"99",98,215.543690923142,432.584932843895,313.912140210759,181.386288940974
"100",99,276.007621582746,353.422650480958,299.479316754348,156.972756145812
"101",100,240.682670755544,387.048879887758,289.155020959123,199.475757377556
"102",101,219.114866761069,375.972176509954,284.901957702141,155.390709893777
"103",102,241.231771786743,399.482593854234,257.20548060305,136.057490653575
"104",103,244.641484505257,379.499960203634,277.0959835492,241.450248015539
"105",104,229.252431302359,398.40185039173,270.326082156225,167.126294728544
"106",105,288.007010860943,403.954645727771,293.781048934099,195.846708956701
"107",106,215.939100540082,422.11351314098,351.192997634819,180.884012764743
"108",107,239.770760798463,388.231998314801,247.465112883331,212.840917631208
"109",108,263.350228984795,385.089697881666,309.23312002606,194.490306097937
"110",109,249.46064877807,395.527846817538,303.774887170611,216.319278682635
"111",110,286.688884262088,418.212080885606,345.200457409938,181.829434965224
"112",111,264.507702348987,440.952925196393,356.533767990455,155.814241912485
"113",112,235.62912343611,433.708104598644,315.08589204299,185.477215061155
"114",113,288.834250480484,403.725137351926,325.774096634516,162.842822194746
"115",114,259.248420013055,423.70929437806,323.133287305647,174.208170680374
"116",115,216.861213892031,426.889379070091,305.918761002249,160.551453893627
"117",116,255.242163092525,439.840687249029,341.008624453565,219.009082585748
"118",117,258.007897643539,473.356370166886,366.757749019004,210.570018151782
"119",118,244.757196713055,435.297047830873,334.326585917924,212.932377423583
"120",119,281.846716875197,425.271673886535,348.408118329912,246.38650311274
"121",120,266.163375015467,409.52724502272,378.725201193584,196.247381816466
"122",121,271.230181098227,463.453666725681,337.105881573139,202.546763650892
"123",122,286.784600222911,470.996318967876,360.014642034156,238.358606883496
"124",123,265.302550125627,472.86268160639,346.979499832137,184.309844251055
"125",124,280.281267663657,437.7745888503,392.453434596504,186.918348537349
"126",125,286.150562700999,506.56503996973,358.679148808817,193.389323591974
"127",126,293.800545537574,471.791199063551,367.977820222802,236.718692441512
"128",127,269.493222706609,528.390759783382,388.720868137973,258.738350687377
"129",128,276.84285857669,498.688104910551,335.694694992023,232.615181873255
"130",129,290.956475971672,466.683224606219,388.111845065459,240.004738639985
"131",130,285.726232204202,494.606594518606,359.483107423728,243.450568321061
"132",131,305.077062736478,519.601899366497,438.00532975408,193.556144012056
"133",132,313.077287904834,533.353280206919,332.701481968182,169.983761250579
"134",133,317.292416616249,541.89541318612,384.269985327116,273.799249789638
"135",134,316.266466302945,551.581384813714,378.51529760452,225.581125173008
"136",135,287.203103672989,489.559257989036,365.40443866559,270.392988381318
"137",136,287.609667635399,542.546380147374,381.467192647114,275.03882339688
"138",137,308.028852359655,539.165121563661,411.887036208046,236.4821179015
"139",138,303.377419143566,509.658976769949,417.076584823323,228.605461912697
"140",139,308.306092379032,497.530236580236,411.010243468542,274.369625342572
"141",140,330.617413353536,539.697501611987,377.412449472913,257.120300072737
